index,Job Title,Salary in $,Rating,Company Name,Location,State,Size,Founded,Type of ownership,Industry,Sector,Revenue,,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
209,MED TECH/LAB SCIENTIST - LABORATORY,21,3.6,Beebe Healthcare,Lewes, DE,3000.5,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),,-1,1,0,43,70,56.5,Beebe Healthcare,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
210,"Sr. Scientist, Quantitative Translational Sciences",161500,3.7,Takeda Pharmaceuticals,Boston, MA,10000,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,"Novartis, Baxter, Pfizer",0,0,117,206,161.5,Takeda Pharmaceuticals,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
211,Sr. Data Scientist II,147000,3.4,Argo Group US,New York, NY,3000.5,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),,-1,0,0,111,183,147,Argo Group US,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,sr,na
212,Excel / VBA / SQL Data Analyst,61000,4.1,Associated Electric Cooperative,Springfield, MO,750.5,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),,-1,0,0,44,78,61,Associated Electric Cooperative,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
213,Machine Learning Research Scientist,120000,2.6,Software Engineering Institute,Pittsburgh, PA,750.5,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,-1,0,0,81,159,120,Software Engineering Institute,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,P
215,"VP, Data Science",124500,3.2,PennyMac,Phoenix, AZ,3000.5,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),,"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,PennyMac,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
216,Senior Data Scientist,148000,3.9,Zest AI,Burbank, CA,125.5,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),,-1,0,0,114,182,148,Zest AI,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
217,Radar Data Analyst,59000,4.7,DECISIVE ANALYTICS Corporation,Huntsville, AL,125.5,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),,"Torch Technologies, American Systems",0,0,42,76,59,DECISIVE ANALYTICS Corporation,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
221,PL Actuarial-Lead Data Scientist,146500,3.7,The Hanover Insurance Group,Worcester, MA,7500.5,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),,-1,0,0,114,179,146.5,The Hanover Insurance Group,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
223,PV Scientist,91500,2.9,Karyopharm Therapeutics Inc,Newton, MA,350.5,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,-1,0,0,60,123,91.5,Karyopharm Therapeutics Inc.,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
224,Senior Data & Machine Learning Scientist,133000,3,Tempus Labs,Chicago, IL,750.5,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,-1,0,0,100,166,133,Tempus Labs,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P
225,Principal Data Scientist (Computational Chemistry),140500,4.7,Recursion Pharmaceuticals,Salt Lake City, UT,125.5,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),,-1,0,0,108,173,140.5,Recursion Pharmaceuticals,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na
226,Data Engineer,70500,3.7,P2 Energy Solutions,Lafayette, LA,750.5,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,-1,0,0,48,93,70.5,P2 Energy Solutions,LA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
228,"Principal Scientist, Chemistry & Immunology",84500,3.3,Rochester Regional Health,Rochester, NY,10000,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,-1,0,0,54,115,84.5,Rochester Regional Health,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
229,Software Engineer - Data Visualization,93500,4,ClearEdge,Annapolis Junction, MD,125.5,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),,-1,0,0,60,127,93.5,ClearEdge,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
230,"Scientist/Senior Scientist, Autoimmune",134500,4.4,Rubius Therapeutics,Cambridge, MA,350.5,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,-1,0,0,90,179,134.5,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
233,Staff Machine Learning Engineer,181000,3.9,Tapjoy,San Francisco, CA,350.5,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),,"FLURRY, Chartboost",0,0,138,224,181,Tapjoy,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,na,na
234,"Principal Scientist, Hematology",84500,3.3,Rochester Regional Health,Rochester, NY,10000,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,-1,0,0,54,115,84.5,Rochester Regional Health,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
235,Lead Data Engineer,190000,4.1,Credit Sesame,Mountain View, CA,125.5,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),,"Credit Karma, LendUp, SoFi",0,0,190,220,205,Credit Sesame,CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
239,Marketing Data Analyst,48500,3.6,San Manuel Casino,Highland, CA,3000.5,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),,-1,0,0,35,62,48.5,San Manuel Casino,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M
240,Medical Laboratory Scientist,18,4,Texas Health Huguley Hospital,Burleson, TX,3000.5,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),,-1,1,0,37,52,44.5,Texas Health Huguley Hospital,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
242,R&D Specialist/ Food Scientist,52500,2.4,Teasdale Latin Foods,Hoopeston, IL,750.5,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),,-1,0,0,39,66,52.5,Teasdale Latin Foods,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
243,Senior Research Scientist-Machine Learning,124000,2.6,Software Engineering Institute,Pittsburgh, PA,750.5,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,-1,0,0,81,167,124,Software Engineering Institute,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P
245,Analytics Manager - Data Mart,64000,3.5,Central California Alliance for Health,Scotts Valley, CA,750.5,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,-1,0,0,42,86,64,Central California Alliance for Health,CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
246,Sr. Data Engineer - Contract-to-Hire (Java),98000,3,Pilot Flying J Travel Centers LLC,Knoxville, TN,10000,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),,"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98,Pilot Flying J Travel Centers LLC,TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,21,3.6,Beebe Healthcare,Millville, DE,3000.5,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),,-1,1,0,43,70,56.5,Beebe Healthcare,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
248,Food Scientist - Developer,54000,3.3,Palermo's Pizza,Milwaukee, WI,750.5,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,,-1,0,0,40,68,54,Palermo's Pizza,WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
250,Staff Scientist-Downstream Process Development,81000,2.7,Advanced BioScience Laboratories,Rockville, MD,350.5,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),,-1,0,0,49,113,81,Advanced BioScience Laboratories,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
251,Sr. Data Engineer,107500,3.4,Echo Global Logistics,Chicago, IL,3000.5,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),,"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
253,Data Scientist - Quantitative,112500,3.8,Truckstop.com,Chicago, IL,750.5,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,,-1,0,0,86,139,112.5,Truckstop.com,IL,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,na,M
254,Data Scientist,89000,3.7,Lockheed Martin,Herndon, VA,10000,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,"Boeing, Northrop Grumman, Raytheon",0,0,66,112,89,Lockheed Martin,VA,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
255,Senior Research Statistician- Data Scientist,100500,4.8,Acuity Insurance,Sheboygan, WI,3000.5,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),,-1,0,0,76,125,100.5,Acuity Insurance,WI,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
256,"Business Data Analyst, SQL",65000,3.8,Fareportal,New York, NY,3000.5,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),,"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65,Fareportal,NY,19,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
257,Medical Technologist / Clinical Laboratory Scientist,15,3.4,"Veterans Affairs, Veterans Health Administration",New Orleans, LA,10000,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,,-1,1,0,31,52,41.5,"Veterans Affairs, Veterans Health Administration",LA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
258,Data Scientist,72500,4.3,Credera,Dallas, TX,350.5,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,,-1,0,0,53,92,72.5,Credera,TX,22,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M
259,Senior Data Analyst,61000,4.8,KnowBe,Clearwater, FL,750.5,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),,-1,0,0,44,78,61,KnowBe4,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
260,BI & Platform Analytics Manager,109500,3.4,Church & Dwight,Ewing, NJ,3000.5,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),,-1,0,0,85,134,109.5,Church & Dwight,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,na,M
262,Data Engineer,84500,3.9,Cogo Labs,Cambridge, MA,125.5,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,-1,0,0,59,110,84.5,Cogo Labs,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
263,Data Scientist,87500,3.4,Spectrum Communications and Consulting,Chicago, IL,125.5,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,-1,0,0,64,111,87.5,Spectrum Communications and Consulting,IL,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
264,Data Analyst,92500,3.1,NCSOFT,San Mateo, CA,3000.5,1997,Company - Public,Video Games,Media,$10+ billion (USD),,"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,65,120,92.5,NCSOFT,CA,24,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,analyst,na,na
265,Associate Data Scientist/Computer Scientist,81500,3.2,MITRE,McLean, VA,7500.5,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),,"Battelle, General Atomics, SAIC",0,0,60,103,81.5,MITRE,VA,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
266,Business Intelligence Analyst / Developer,79000,4.3,"Dayton Freight Lines, Inc",Dayton, OH,3000.5,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,,"Old Dominion Freight, Pitt Ohio Express",0,0,53,105,79,"Dayton Freight Lines, Inc.",OH,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
267,Lead Data Scientist,164000,3.6,MassMutual,Boston, MA,7500.5,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,-1,0,0,124,204,164,MassMutual,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",169000,3.9,Genentech,South San Francisco, CA,10000,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,-1,0,0,131,207,169,Genentech,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P
269,Senior Data Scientist,142000,3.8,Juniper Networks,Cupertino, CA,7500.5,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),,-1,0,0,110,174,142,Juniper Networks,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P
270,Data Analyst,47500,2.8,Community Action Partnership of San Luis Obispo,Parlier, CA,750.5,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),,-1,0,0,33,62,47.5,Community Action Partnership of San Luis Obispo,CA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
273,Pricipal Scientist Molecular and cellular biologist,76500,3.7,Takeda Pharmaceuticals,Boston, MA,10000,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,"Novartis, Baxter, Pfizer",0,0,52,101,76.5,Takeda Pharmaceuticals,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
274,Data Analyst,69000,3.4,TrueAccord,San Francisco, CA,125.5,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,-1,0,0,48,90,69,TrueAccord,CA,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
275,Data Analyst,49000,4,DRB Systems,Meridian, ID,350.5,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,-1,0,0,34,64,49,DRB Systems,ID,37,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
276,Staff Data Scientist,171500,3.5,Western Digital,San Jose, CA,10000,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),,"Seagate Technology, Toshiba",0,0,132,211,171.5,Western Digital,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
277,"Data Scientist (Actuary, FSA or ASA)",107000,3.8,Legal & General America,Frederick, MD,750.5,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),,-1,0,0,81,133,107,Legal & General America,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
278,System and Data Analyst,59000,3.7,Corcentric,Cherry Hill, NJ,350.5,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,-1,0,0,42,76,59,Corcentric,NJ,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
281,Data Scientist,88500,3.5,U.Group,Indianapolis, IN,350.5,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,-1,0,0,66,111,88.5,U.Group,IN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
282,Data Engineer 5 - Contract (Remote),107000,4.2,The Church of Jesus Christ of Latter-day Saints,Riverton, UT,10000,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,,-1,0,0,74,140,107,The Church of Jesus Christ of Latter-day Saints,UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
284,Digital Health Data Scientist,86500,4,Pfizer,Cambridge, MA,10000,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,-1,0,0,63,110,86.5,Pfizer,MA,172,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
285,Data Scientist,84000,4.3,SMC,Louisville, KY,125.5,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),,-1,0,0,63,105,84,SMC 3,KY,86,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
288,Data & Analytics Consultant (NYC),114500,4.7,Systems Evolution Inc,New York, NY,350.5,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,-1,0,0,91,138,114.5,Systems Evolution Inc.,NY,29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data analitics,na,M
289,Senior Scientist - Neuroscience,145000,3.5,Sunovion,Marlborough, MA,3000.5,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),,"Shire, GlaxoSmithKline, Allergan",0,0,100,190,145,Sunovion,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P
290,Data Engineer,88000,4.4,Eventbrite,Nashville, TN,3000.5,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),,"See Tickets, TicketWeb, Vendini",0,0,62,114,88,Eventbrite,TN,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
291,Big Data Engineer - Chicago - Future Opportunity,100000,4.1,Centro,Chicago, IL,750.5,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),,"Mediaocean, The Trade Desk, MediaMath",0,0,71,129,100,Centro,IL,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
292,Senior Data Analyst,61500,2.9,National Student Clearinghouse,Herndon, VA,350.5,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),,"Ellucian, Parchment, College Board",0,0,43,80,61.5,National Student Clearinghouse,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M
293,Data Scientist,96500,2.5,comScore,Portland, OR,3000.5,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),,"Nielsen, Hitwise, Coremetrics",0,0,74,119,96.5,comScore,OR,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
295,Survey Data Analyst,76000,4.2,SullivanCotter,Minneapolis, MN,350.5,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,"Mercer, Korn Ferry, Integrated Healthcare Strategies",0,0,55,97,76,SullivanCotter,MN,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
296,Data Scientist,15000,3.9,NPD,Port Washington, NY,3000.5,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),,-1,0,0,15,16,15.5,NPD,NY,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
299,Data Scientist,83500,4.3,Bakery Agency,Austin, TX,NA,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,-1,0,0,61,106,83.5,Bakery Agency,TX,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,data scientist,na,na
300,"Risk and Analytics IT, Data Scientist",120000,2.7,State of Wisconsin Investment Board,Madison, WI,125.5,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),,-1,0,0,91,149,120,State of Wisconsin Investment Board,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
302,Data Scientist,163000,3.9,Genentech,South San Francisco, CA,10000,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,-1,0,0,127,199,163,Genentech,CA,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
305,Lead Health Data Analyst - Front End,100000,3.4,Blue Cross & Blue Shield of Rhode Island,Providence, RI,750.5,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,,UnitedHealth Group,0,0,74,126,100,Blue Cross & Blue Shield of Rhode Island,RI,82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,analyst,sr,na
306,Research Scientist,52500,3.8,Boys Town,Omaha, NE,3000.5,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,33,72,52.5,Boys Town,NE,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
307,Medical Lab Scientist,17,3.6,Tower Health,West Reading, PA,7500.5,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,-1,1,0,35,49,42,Tower Health,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
308,Junior Data Analyst,50000,3.3,The HSC Health Care System,Washington, DC,750.5,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,-1,0,0,37,63,50,The HSC Health Care System,DC,138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,jr,M
309,SQL Data Engineer,93000,3.4,Pro-Sphere Tek,Austin, TX,350.5,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,-1,0,0,67,119,93,Pro-Sphere Tek,TX,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,na,M
310,Data Scientist,94500,3,Ameritas Life Insurance Corp,Cincinnati, OH,3000.5,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,-1,0,0,72,117,94.5,Ameritas Life Insurance Corp,OH,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
311,Senior Data Scientist,150500,4,Autodesk,San Francisco, CA,7500.5,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,-1,0,0,116,185,150.5,Autodesk,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P
312,Data Scientist,102000,3.7,Genworth,Raleigh, NC,3000.5,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),,"MetLife, Northwestern Mutual, Prudential",0,0,78,126,102,Genworth,NC,17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,data scientist,na,M
313,"Scientist, Analytical Development",62000,4.4,Rubius Therapeutics,Cambridge, MA,350.5,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,-1,0,0,42,82,62,Rubius Therapeutics,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
314,Analytics Manager,87500,4.3,OneMagnify,Dearborn, MI,350.5,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,-1,0,0,59,116,87.5,OneMagnify,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
316,Clinical Data Scientist,84000,4,Pfizer,Groton, CT,10000,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,-1,0,0,63,105,84,Pfizer,CT,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
317,Data Scientist,143000,4,Novetta,Herndon, VA,750.5,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,"Leidos, CACI International, Booz Allen Hamilton",0,0,109,177,143,Novetta,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na
318,"Sr. Data Scientist, Cyber-Security LT Contract",155000,3.2,"Numeric, LLC",Phila, PA,NA,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,-1,0,0,116,194,155,"Numeric, LLC",PA,-1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,M
319,Data Engineer,71500,4.2,IZEA,Winter Park, FL,125.5,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),,"Linqia, Collective Bias",0,0,48,95,71.5,IZEA,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
320,Data Scientist,108000,3.9,Trace Data,Oakland, CA,125.5,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),,-1,0,0,83,133,108,Trace Data,CA,21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,data scientist,na,M
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,151500,3.7,Takeda Pharmaceuticals,San Diego, CA,10000,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,"Novartis, Baxter, Pfizer",0,0,105,198,151.5,Takeda Pharmaceuticals,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
323,Digital Marketing & ECommerce Data Analyst,51500,3.6,Vionic Group,San Rafael, CA,125.5,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),,-1,0,0,31,72,51.5,Vionic Group,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,na,na
324,Principal Scientist - Immunologist,140000,3.7,Takeda Pharmaceuticals,Boston, MA,10000,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,"Novartis, Baxter, Pfizer",0,0,98,182,140,Takeda Pharmaceuticals,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
325,Senior Data Analyst,77500,2.8,Dodge Data & Analytics,Hamilton, NJ,350.5,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,-1,0,0,55,100,77.5,Dodge Data & Analytics,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
